x	y	z
0.181558728	-0.548028946	5.707998276
0.157197237	-0.571714401	5.685462952
0.127945244	-0.550292492	5.690333366
0.283235073	-0.565343618	5.809470177
0.327849865	-0.58684516	5.810364723
0.437279552	-0.579931974	5.170137405
0.212910026	-0.913689613	5.819958687
0.377007157	-0.606309175	5.801854134
0.397473395	-0.665844321	5.805714607
0.371256143	-0.732992768	5.816939354
0.365847677	-0.518988609	3.967786789
0.405307978	-0.757777452	5.815704346
0.430600315	-0.754229784	5.807822227
0.42215094	-0.786282063	5.818223
0.660998166	-0.852902174	5.68780899
0.625577271	-0.876083255	5.695448875
0.667553306	-0.738477349	4.176465034
0.530927181	-0.834410906	5.806027412
0.541929126	-0.811133265	5.598556519
0.684978783	-0.828717589	5.685553551
0.470421731	-0.788756609	5.804988861
0.536049008	-0.796544909	5.770823479
0.516959131	-0.699678421	4.055239677
0.497142673	-0.565779209	5.064340591
0.564810634	-0.921445012	5.71078968
0.449912727	-0.565600634	5.154374123
0.168542564	-0.504506826	5.186865807
0.658738315	-0.69454968	4.170649529
0.345664948	-0.567695856	5.181107521
0.640656888	-0.705381155	4.157460213
0.207609415	-0.467442513	5.137454033
0.647056162	-0.864182711	5.714719772
0.252446234	-0.488385916	5.146531105
0.443476319	-0.560982227	5.085715294
0.398186773	-0.55264473	5.088550568
0.365527213	-0.558704615	5.169282913
0.411909878	-0.56358099	5.162311554
0.302084774	-0.507935762	5.132012367
0.322731048	-0.552559614	5.174175262
0.344692707	-0.533560276	5.145395279
0.286004156	-0.554446459	5.180377007
0.537962973	-0.68516922	4.073599815
0.561740518	-0.664994597	4.088746071
0.694497108	-0.62934649	4.188422203
0.262938231	-0.488065481	5.124371529
0.646626413	-0.630905747	4.118185997
0.353035033	-0.581339836	5.029060364
0.280007839	-0.518963099	5.161828041
0.404438466	-0.574393988	5.057435989
0.238457322	-0.529474497	5.029245377
0.285230964	-0.574723959	5.00455761
0.445411116	-0.586648941	5.050969124
0.548382342	-0.782250404	4.082707405
0.179049134	-0.997063637	5.820044518
0.211139321	-0.954553485	5.820331573
0.242592245	-0.987189054	5.819150925
0.356964111	-0.532315493	5.109221458
0.360368699	-0.549089193	5.070112228
0.49363029	-0.465018988	3.918491364
0.469960868	-0.440189838	3.90363884
0.485684693	-0.429989338	3.869335175
0.428798497	-0.438227892	3.922843933
0.214298159	-1.027759433	5.815021515
0.183825076	-1.031286955	5.814879417
0.417455465	-0.621196747	5.694485664
0.403263032	-0.64964366	5.651086807
0.425678074	-0.729872584	5.603096008
0.496877253	-0.822690487	5.820569038
0.645993233	-1.100017548	5.936857224
0.67003125	-1.095960975	5.932227135
0.582397699	-0.633264899	4.002469063
0.357467324	-0.457921505	3.96194458
0.637611032	-0.829656601	4.142184258
0.671207964	-0.673281312	4.384900093
0.679264188	-0.674584627	4.427809715
0.530014694	-0.833619356	5.82967186
0.580485821	-0.839800835	5.84370327
0.185955942	-0.886359811	5.669837952
0.541077971	-0.629699349	3.974509239
0.116716258	-0.940547466	5.701176643
0.58939451	-0.794925928	5.745943069
0.564230084	-0.772644281	5.752434731
0.619565845	-0.743625402	5.724363327
0.286532998	-0.767602563	5.632417679
0.10380774	-0.484857082	5.785546303
0.1052913	-0.518249989	5.809292793
0.543613493	-0.636379719	4.024121284
0.419635534	-0.459323168	3.948106766
0.424233615	-0.482866764	3.957201004
0.398112535	-0.478647232	3.960157394
0.364290714	-0.407607794	3.91060257
0.349239588	-0.426492453	3.952161789
0.424622625	-0.516624928	4.456961632
0.691146374	-1.104217768	5.958270073
0.674673736	-1.102811456	5.96400547
0.634127855	-0.972122669	5.832604408
0.676285923	-0.990515471	5.875303268
0.613205254	-1.093890071	5.93548584
0.64252907	-1.092897654	5.96208477
0.604769766	-1.082156658	5.95059967
0.64224714	-1.090853691	5.90941143
0.657897234	-1.052598596	5.888776779
0.706264734	-0.944787502	5.893589973
0.593259096	-0.998806	5.325423241
0.580341041	-1.084208965	5.930627823
0.581191003	-1.094808817	5.907518387
0.547826767	-1.093852639	5.876820564
0.564111769	-1.070281267	5.933327675
0.554829121	-1.085947514	5.911547661
0.525198817	-1.084787726	5.894965172
0.560361028	-0.983190656	5.765134811
0.252890646	-0.913634062	5.819672585
0.617975295	-1.073633432	5.965613365
0.286371887	-0.843635559	5.819417953
0.555842817	-1.076715231	5.840204239
0.517801523	-1.096828818	5.867355347
0.43288666	-0.81639123	5.831983566
0.593006134	-1.031085968	5.827673912
0.535960078	-0.826742887	5.888938904
0.577108622	-0.835598111	5.931329727
0.539381385	-0.837977052	5.913133621
0.59360981	-0.850520611	5.777177811
0.609481573	-0.828025103	5.748661041
0.419390172	-0.868739605	5.838772774
0.370731473	-0.468945265	4.493201256
0.009947538	-0.762846828	5.815686226
0.339244574	-0.832287788	5.819929123
0.393798977	-0.809403777	5.823835373
0.372967094	-0.896265864	5.824430466
0.417259842	-0.530972719	4.592059135
0.293934494	-0.447041035	4.591883659
0.319670647	-0.439301491	4.586400032
0.581259727	-0.741349936	4.498211861
0.296079129	-0.994408011	5.81828022
0.348476231	-0.980329633	5.821304321
0.482091963	-0.991371036	5.884039879
0.463582039	-0.902980208	5.868094444
0.498035729	-0.825065851	5.85001564
0.467822731	-0.839051604	5.859595299
0.464305878	-0.8167696	5.83638382
0.52817142	-0.812478304	5.276632309
0.673052132	-0.838041782	5.404877663
0.645523012	-0.805105209	5.451960564
0.440960646	-0.560229301	4.591383934
0.320380181	-0.47566247	4.594603539
0.361519843	-0.516809464	4.595334053
0.360581487	-0.462778807	4.586829185
0.588966429	-0.859564424	5.64508152
0.671328306	-0.836192131	5.642854691
0.398839414	-0.576633453	4.598158836
0.520638824	-0.790154099	5.24636364
0.519221127	-0.660224795	4.583453178
0.346426219	-0.435339212	4.528529167
0.380680561	-0.452156305	4.518340111
0.475672543	-0.541668177	4.568982124
0.560737491	-0.680822492	5.577864647
0.485518694	-0.628184795	5.670444489
0.470247447	-0.658326864	5.625264168
0.532674253	-0.646073341	5.62108326
0.423958421	-0.52558279	3.96219635
0.454262257	-0.475337982	3.941274643
0.322185487	-0.563545465	5.792620659
0.309407264	-0.555828333	5.767785072
0.462945819	-0.95930624	5.242050171
0.518737793	-0.961172938	5.278723717
0.621197641	-0.894040108	5.806569099
0.657921076	-0.935214996	5.852303505
0.540399015	-0.720300317	4.956811905
0.546480179	-0.760290146	4.969256401
0.629038215	-0.812963128	5.565020561
0.457216322	-0.805597425	5.612070084
0.493321478	-0.896664023	5.665266037
0.438710481	-0.472636938	4.555228233
0.454604417	-0.517524719	4.5713377
0.402933925	-0.612052798	5.025307655
0.475869894	-0.801395178	5.2277565
0.405758768	-0.546526432	5.120043755
0.432599366	-0.554683208	5.140761375
0.390598089	-0.548665285	5.147934914
0.558006823	-0.7826581	5.256402016
0.575375259	-0.774485946	5.243254662
0.365918666	-0.585929155	5.185080528
0.501273811	-0.837158084	5.261263847
0.548358023	-0.84028089	5.299443245
0.340894252	-0.58827877	5.188734055
0.621091783	-0.798078537	5.180940628
0.564692616	-0.746590257	5.142808914
0.579810143	-0.768951297	5.214569092
0.464488506	-0.904479027	5.240427971
0.550629914	-0.769785881	5.225727081
0.561315775	-0.803246617	5.285209656
0.58076036	-0.785198689	5.265154839
0.556328535	-0.685249686	4.709803581
0.584590197	-0.687438607	4.72087574
0.569876313	-0.625369549	3.951023102
0.600991309	-0.780947089	5.249080658
0.50600481	-0.78091383	4.992079735
0.414461344	-0.813566804	5.019798279
0.477452338	-0.734610558	4.987931252
0.425014317	-0.678729892	5.001582146
0.613191068	-0.729843497	4.760468483
0.63757956	-0.682518363	4.768939018
0.654495478	-0.691681027	4.808550835
0.642307639	-0.792499661	5.269824028
0.609067142	-0.794174075	5.290589333
0.656581819	-0.791999936	5.314957619
0.358154505	-0.754895806	4.595402718
0.548652112	-0.71882987	5.143419266
0.547589242	-0.752434373	5.176630974
0.463318765	-0.554622412	5.11964798
0.478755951	-0.563712835	5.140570641
0.459779203	-0.55809164	5.139475822
0.398346186	-0.56378603	4.447247505
0.378547579	-0.622132301	4.599478722
0.383352011	-0.671652079	4.60024929
0.341316253	-0.635924935	4.595864296
0.388749242	-1.028067827	5.141283989
0.553722978	-0.624949694	3.802659988
0.342644751	-1.005429029	5.181780815
0.373384953	-1.018099189	5.170800209
0.376032501	-0.998691201	5.195228577
0.47296077	-0.58272028	5.158452988
0.520302296	-0.614487767	5.14296627
0.319688737	-0.613282561	5.19449234
0.30938977	-0.578919172	5.188286781
0.37243399	-0.39871645	3.866540909
0.48602283	-0.687188148	5.164219856
0.441538543	-0.768561482	5.190525055
0.411769986	-0.733599782	5.187446594
0.650231957	-0.886932731	4.659966469
0.41111514	-0.919715762	5.209654808
0.365646809	-0.619039178	5.689534187
0.407799304	-0.601456285	5.734396935
0.354714185	-0.578519344	5.751376152
0.564053655	-0.931189895	4.647681236
0.528375864	-0.663859606	4.619122505
0.549459279	-0.66594696	4.677798271
0.317859262	-0.823153257	5.194394112
0.450079769	-0.560374737	4.429688454
0.380204946	-0.452329159	4.576846123
0.385124117	-0.446938276	4.555583
0.405835778	-0.483300209	4.58071804
0.567892551	-0.782305956	4.509608269
0.592895389	-0.772464633	4.536078453
0.328290969	-0.42339921	4.552292824
0.346996635	-0.435256481	4.5737257
0.53632468	-0.825995326	4.50767231
0.638145983	-0.780979395	4.614500999
0.612481296	-0.80694294	4.582312584
0.659172654	-0.82443738	4.638333321
0.513741314	-0.605347633	3.792655945
0.520484746	-0.763713121	5.204451561
0.577109873	-0.825267673	4.543398857
0.548446715	-0.868365407	4.541447639
0.710881114	-0.890524983	4.70735836
0.565936267	-0.613885522	3.920097351
0.601527452	-0.721112013	4.583529472
0.589557767	-0.699890375	4.608651161
0.43373248	-0.99565804	5.222629547
0.396816164	-0.743525147	4.605471611
0.579481423	-0.619910479	3.866399765
0.485763907	-0.525000095	4.554009438
0.502447784	-0.757243037	5.191249847
0.602511287	-0.615353584	3.746555328
0.413389385	-1.019305706	5.190739632
0.550926745	-0.613087654	3.778528214
0.386940986	-0.801085234	5.196788788
0.441628546	-0.827145934	5.216563225
0.388743579	-0.87312305	5.204070091
0.564756095	-0.58634305	4.527886391
0.459652066	-0.785461545	5.203576088
0.490226626	-0.773051381	5.208364487
0.514912605	-0.750135779	5.181044579
0.485830843	-0.750285506	5.183283806
0.517261982	-0.731753707	5.166316032
0.426121801	-0.657221317	4.611670494
0.449984431	-0.619059205	5.025886536
0.499679089	-0.552553892	4.557215691
0.34488368	-0.93076992	5.196240425
0.405013859	-0.958003879	5.211604118
0.326089501	-0.98523581	5.184591293
0.509591997	-0.667580366	4.666714668
0.533403039	-0.559567451	4.539793968
0.356519043	-0.51059413	4.462710381
0.45183745	-0.612553	5.172026634
0.401951879	-0.587432146	5.17914772
0.649936736	-0.929401875	4.697865486
0.599755406	-0.864836812	4.593375206
0.517113328	-0.60131824	4.55885601
0.459306508	-0.603245378	4.591820717
0.472398758	-0.565254927	4.578295708
0.571241498	-0.792888761	4.99173069
0.655692518	-0.836518168	5.191297531
0.485263824	-0.594851971	5.036552429
0.497290373	-0.629044056	5.004725456
0.566849291	-0.758759022	5.155508995
0.590626478	-0.769152761	5.140954971
0.58497566	-0.769904017	5.178274155
0.570732117	-0.845083952	5.05669117
0.431356907	-0.625748754	4.605273247
0.596578598	-0.757540703	5.117706299
0.638398409	-0.801131487	5.02540493
0.636748731	-0.787120223	4.987436295
0.603741169	-0.812066197	5.026069641
0.695576608	-0.843418837	5.229906082
0.623643756	-0.788212538	5.221970558
0.658456326	-0.814392924	5.216790199
0.544057131	-0.926543951	4.671273232
0.594473124	-0.935266614	4.686915398
0.428055137	-0.632905483	4.436198235
0.644611537	-0.540289879	5.037387848
0.468481898	-0.705565095	4.447514534
0.4865641	-0.591418505	4.400797844
0.57452172	-0.921434641	4.621584892
0.610171795	-0.923226357	4.660485268
0.600875974	-0.90372932	4.623427391
0.314987063	-0.697254181	5.633201599
0.374777108	-0.690940261	5.622868538
0.667814672	-0.244997978	2.802433014
0.540183723	-0.577668905	5.123831749
0.504299402	-0.57635808	5.140379906
0.485590458	-0.989259839	5.256798744
0.476723969	-1.015070558	5.24506855
0.523740292	-0.519696951	4.527550697
0.488081455	-0.500921249	4.540280342
0.473163188	-0.48331809	4.541855812
0.547169566	-0.903237224	4.572283745
0.615305603	-1.097100973	5.908579826
0.6187433	-1.07882762	5.881434441
0.585313141	-1.086572766	5.873490334
0.704345047	-0.847536802	4.682404518
0.504431307	-0.989184141	5.738518715
0.677470028	-0.771784067	4.650530815
0.682539046	-0.733184814	4.664286613
0.632950127	-0.733317971	4.628222466
0.457579613	-0.651797414	4.62054348
0.496676564	-0.657779694	4.635750771
0.528467	-1.050357819	5.797327042
0.325430125	-0.631842852	4.993161201
0.31810233	-0.714731455	4.989700317
0.524180412	-0.716688633	4.691166878
0.465073586	-0.746486068	4.64493084
0.518530846	-0.5572474	5.112699509
0.488471746	-0.554895639	5.094286919
0.524546266	-0.550533295	5.085216522
0.576616645	-0.831570745	5.316002846
0.600706756	-0.813876033	5.320837975
0.605483353	-0.874534369	5.344116211
0.650720775	-0.601643801	4.924079895
0.634866178	-0.567003965	4.989614487
0.28297469	-0.411146879	4.572310448
0.520934463	-0.68350184	4.42916584
0.534858704	-0.744856834	4.470252037
0.463546574	-0.773074746	4.469733238
0.494501054	-0.816305757	4.48580265
0.695121884	-0.547143936	4.99861908
0.686187923	-0.811585188	5.254727364
0.640657127	-0.679353952	4.426621437
0.356314301	-0.74369812	5.613883018
0.339653879	-0.808135271	5.625602722
0.382437915	-0.877916694	5.650505066
0.393379152	-0.789576054	5.612559319
0.60061264	-0.679590464	4.687912941
0.569876492	-0.675900578	4.639403343
0.608224809	-0.694961429	4.649991035
0.65882802	-0.495908022	4.353123665
0.692305624	-0.580507278	5.053375244
0.644202352	-0.550730228	5.064087868
0.425320625	-0.688960671	5.184680939
0.391598463	-0.700374603	5.191105843
0.382648796	-0.644105196	5.188693047
0.553654075	-0.5820961	4.337737083
0.594507456	-0.733566046	5.114812851
0.627519846	-0.750497818	5.089605331
0.607135892	-0.758574009	5.104465485
0.636935711	-0.596392751	5.081479073
0.575674891	-0.59766376	5.112358093
0.704721451	-0.677404165	4.36622715
0.558381498	-0.550220251	5.062808037
0.553405046	-0.58316803	5.01859951
0.600489318	-0.54890275	5.039973259
0.603763402	-0.541032314	5.066317558
0.585899949	-0.560602188	5.093867302
0.561526597	-0.546356916	5.085515022
0.509780705	-0.857069492	5.895691872
0.547328532	-0.858606577	5.92440033
0.525555253	-0.905233383	5.912240982
0.493469179	-0.547273874	4.400965691
0.614494145	-0.528678179	4.33812809
0.579207063	-0.546738863	4.326897621
0.683744192	-0.587668657	4.297881126
0.61051333	-0.843525887	5.343717575
0.656058967	-0.856744766	5.380404472
0.634606421	-0.869246364	5.364796638
0.623729587	-0.639563203	4.043808937
0.655199468	-0.634703159	4.084771156
0.668308675	-0.6578058	4.172537804
0.691286564	-0.821134329	5.585121155
0.637913167	-1.037438512	5.340528488
0.573992252	-0.54698205	4.511746407
0.544704974	-0.446847677	3.856748581
0.699647367	-0.986313581	5.220955849
0.473861992	-0.467471838	4.523625374
0.507215321	-0.469308853	4.493149757
0.608786583	-0.488475561	4.452158928
0.515259027	-0.4822855	4.509461403
0.681576669	-0.238166094	2.836585999
0.636352897	-0.487872362	4.431900978
0.682331622	-0.646115065	4.050002098
0.404480577	-0.960561037	5.836939812
0.655534089	-0.536565065	4.469368935
0.634814084	-0.51201129	4.462698936
0.330482185	-1.022657275	5.816354752
0.346922696	-1.014150262	5.819470406
0.614739597	-0.86557436	5.763531685
0.643712819	-0.841918111	5.728317261
0.610475957	-0.91667676	5.760521889
0.634604931	-0.546403408	4.480553627
0.601256788	-1.042499304	5.30736351
0.603242099	-0.481617451	4.425425529
0.525558114	-0.901317954	4.685605049
0.543249249	-0.55909133	3.907722473
0.676324069	-0.233780146	2.789466858
0.523653269	-0.926811814	4.599280357
0.300129354	-0.892664194	5.819028854
0.324655056	-0.925182581	5.819705963
0.283121705	-0.946136713	5.81953907
0.524552941	-0.562677622	4.365532875
0.667980194	-0.482974052	4.407341957
0.594730079	-1.055201769	5.270307541
0.477189481	-0.517486572	4.430085182
0.522329211	-0.929469943	4.636015892
0.488710582	-0.928219318	4.618599892
0.503700733	-0.921515346	4.650465965
0.474259615	-0.911740184	4.64117527
0.445975423	-1.055387139	5.85402298
0.586080492	-0.493447781	4.393162727
0.612045765	-0.501018763	4.369029045
0.636478782	-0.483765602	4.395810127
0.578846395	-0.501548052	4.483189583
0.546820998	-0.476924658	4.469216347
0.582731068	-0.481105089	4.450076103
0.668227673	-0.502037287	4.432335854
0.668229163	-0.527387857	4.454041481
0.625524819	-0.592204094	4.494849205
0.579473078	-0.577483177	4.322314262
0.604099572	-0.564016342	4.320454597
0.53359741	-1.016197085	5.278996468
0.553471923	-0.54834795	4.339056969
0.575261474	-0.519572973	4.355483055
0.51307565	-1.049208045	5.217351913
0.54994005	-1.047693253	5.260122299
0.432490557	-0.89993906	4.613789558
0.533007622	-0.516566992	4.389264107
0.55579412	-0.483661175	4.429883003
0.507924139	-0.492585182	4.435454369
0.645532012	-0.564430475	4.319138527
0.540790558	-1.01197052	5.158992767
0.436729044	-0.697597742	4.62149334
0.469007134	-0.670840502	4.637169838
0.488982856	-0.693341851	4.659932137
0.597487211	-1.052722692	5.242708206
0.458060592	-1.09174335	5.824145317
0.362523288	-1.024837255	5.819092751
0.40819326	-1.03505218	5.8347435
0.643124998	-0.858684421	5.168544769
0.684840083	-0.892006516	5.203297615
0.424570203	-1.074417949	5.828987122
0.492109418	-0.917560816	4.54812336
0.582218647	-1.02900672	5.198319435
0.559622526	-1.051686049	5.226579666
0.587329268	-1.046572685	5.222151756
0.512563586	-1.040992141	5.179983139
0.589017212	-0.784756541	4.114659309
0.629874587	-0.767616272	4.146357536
0.667691469	-0.952664614	5.191825867
0.600921869	-0.977777839	5.168968201
0.381316334	-1.063895106	5.812347412
0.461197019	-1.054924011	5.772654533
0.482635736	-0.86922431	4.661276817
0.435691595	-0.92679441	4.588599205
0.457684875	-0.925971389	4.611073494
0.406175256	-0.991653442	5.718506813
0.470332921	-0.640532374	4.607338905
0.497030735	-0.63873899	4.582037926
0.498265743	-0.654420137	4.603058815
0.432911307	-1.084400177	5.794244766
0.502218664	-1.061096311	5.892224312
0.498296499	-1.089361668	5.872505188
0.46760267	-1.08375299	5.852787018
0.642246962	-0.978531957	5.363866806
0.563138306	-0.91332531	5.312361717
0.371223003	-1.074615479	5.797712326
0.407383293	-1.082773209	5.805361748
0.436614066	-0.914708257	4.519598961
0.46792227	-0.930075884	4.576254845
0.429614872	-0.92913878	4.553706169
0.381571591	-1.059624434	5.762281418
0.363599062	-1.074128032	5.784899712
0.340432674	-1.056388736	5.802612305
0.297818363	-1.039390683	5.809202194
0.297610253	-1.058149695	5.786655426
0.276810408	-1.049494743	5.802741051
0.444290727	-0.530448198	3.758087158
0.353451192	-0.391161203	3.879076004
0.374913812	-0.80867064	4.597891808
0.434822768	-0.825864553	4.62601757
0.384050518	-0.872806191	4.593783379
0.396394342	-0.406589746	3.867998123
0.438732952	-0.42052269	3.879182816
0.420127839	-0.92751658	4.527621269
0.382783592	-0.399332285	3.843664169
0.396277636	-0.402873516	3.839290619
0.422841877	-0.41135478	3.841424942
0.675501347	-0.617222786	5.683820724
0.390024364	-0.914991379	4.567727089
0.411926806	-0.439023256	3.780254364
0.563098252	-0.893110275	4.008824348
0.387463659	-0.40593338	3.819301605
0.532058954	-0.607285738	4.370390892
0.49603349	-0.643937826	4.411902428
0.549153507	-0.64965713	4.394316673
0.356452048	-0.448931694	3.755886078
0.67224592	-0.501143456	3.636667252
0.47289288	-0.423847198	3.842353821
0.450237006	-0.424898863	3.813018799
0.12585634	-0.864650011	5.818112373
0.56814909	-0.47015667	3.743047714
0.397382706	-0.442940235	3.942987442
0.377069205	-0.42879343	3.939281464
0.400934398	-0.421128273	3.91109848
0.292412728	-0.410226107	4.554789543
0.273680747	-0.405892372	4.563591957
0.561323225	-0.448697567	3.84629631
0.691440344	-0.701478124	4.861310959
0.542602479	-0.856414795	4.708642006
0.523732424	-0.794018507	4.693850517
0.587902248	-0.810925364	4.743418694
0.332869977	-0.651827693	5.81669426
0.275062054	-0.606836081	5.818664551
0.145465255	-0.50966239	5.802783966
0.605831981	-0.884608746	4.746741295
0.331177443	-0.45627594	4.488997459
0.503631949	-0.844046474	4.042920113
0.656786978	-0.835633755	4.023901939
0.329296142	-0.386463404	3.907258987
0.307858706	-0.367520571	3.887590408
0.316616267	-0.368069172	3.854795456
0.501350284	-0.640884042	3.996562004
0.339919388	-0.38480401	3.83165741
0.362500131	-0.390966177	3.848348618
0.33560285	-0.377235174	3.869220734
0.62389034	-0.942135215	4.713419914
0.580609381	-0.924162984	4.709212303
0.573085129	-0.253137112	2.685707092
0.62434119	-0.931519508	4.735892296
0.525825977	-0.890809417	3.987748146
0.62981385	-0.57690239	3.830121994
0.687161148	-0.946785927	4.762839317
0.656769097	-0.909696937	4.775372505
0.668532848	-0.931214929	4.769896507
0.638937593	-0.922188997	4.756577492
0.482446551	-1.021159649	5.135047913
0.178874373	-0.545027018	5.809751511
0.171134293	-0.505509138	5.782028198
0.215511024	-0.532604218	5.799659729
0.658611119	-0.940916896	4.751387596
0.671620548	-0.948306561	4.748589516
0.213002712	-0.833289862	5.819480896
0.297965348	-0.755985141	5.819861412
0.509794056	-0.432829618	3.814014435
0.490124226	-0.489891529	3.93503952
0.475507021	-0.530230284	3.947267532
0.65803808	-0.945872784	4.717183113
0.665899456	-0.947957158	4.737151146
0.522722363	-0.504649162	3.912256241
0.517476857	-0.450829983	3.882360458
0.578107595	-0.443311214	3.765789032
0.587214112	-0.62481606	3.790439606
0.598810494	-0.6103338	3.82740593
0.573908031	-0.442296743	3.82453537
0.613451898	-0.486106396	3.845558167
0.567207634	-0.467587233	3.862422943
0.260983974	-0.68427825	5.820687294
0.246348381	-0.753253937	5.820365906
0.537402391	-0.44073987	3.789632797
0.487320662	-0.443019152	3.789199829
0.525337934	-0.505981445	3.753982544
0.556517959	-0.297755957	2.696950912
0.664442182	-0.882941127	4.131857872
0.552717805	-0.440371037	3.836946487
0.523209751	-0.435206652	3.843755722
0.565930784	-0.435621262	3.805088043
0.579435647	-0.45161128	3.835731506
0.591769814	-0.446807384	3.819349289
0.447584063	-0.594388247	3.964395523
0.463472605	-0.46406436	3.769233704
0.47633642	-0.498585463	3.760890961
0.522293746	-0.463230371	3.768270493
0.662386656	-0.47163105	3.666915894
0.631755471	-0.448756933	3.72102356
0.196083546	-0.727127194	5.819937706
0.202498913	-0.625619531	5.819273949
0.608279824	-0.441858292	3.802381516
0.61327374	-0.457352877	3.821649551
0.625935078	-0.447429657	3.803730011
0.583517671	-0.623699307	3.897895813
